identifier,identifier_type_genome1,identifier_type_genome2,record_id_genome1,record_id_genome2,supporting_types_genome1,supporting_types_genome2,start_genome1,start_genome2,end_genome1,end_genome2,strand_genome1,strand_genome2,start_difference_bp,position_match_within_threshold,status
glycosyltransferase family 2 protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2898439,2898490,2899405,2899456,1,1,51,True,matched
glycosyltransferase family 2 protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3217772,3217826,3218897,3218951,1,1,54,True,matched
glycosyltransferase family 2 protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4120648,4120703,4121596,4121651,1,1,55,True,matched
glycosyltransferase family 39 protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2446923,2446940,2448600,2448617,-1,-1,17,True,matched
glycosyltransferase family 4 protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,29567,29566,30797,30796,-1,-1,1,True,matched
glycosyltransferase family 4 protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,423395,423396,424694,424695,-1,-1,1,True,matched
glycosyltransferase family 4 protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2529575,2529602,2530784,2530811,1,1,27,True,matched
glycosyltransferase family 4 protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3221451,3221504,3222537,3222590,-1,-1,53,True,matched
glycosyltransferase family 4 protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4307825,4307808,4308971,4308954,-1,-1,17,True,matched
glyoxalase-like domain protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,168948,168944,169512,169508,-1,-1,4,True,matched
gndA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,809710,809723,811132,811145,-1,-1,13,True,matched
gor,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3933289,3933344,3934663,3934718,1,1,55,True,matched
groL,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1276007,1276042,1277723,1277758,1,1,35,True,matched
groL 1,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1949279,1949278,1950920,1950919,1,1,1,True,matched
grpE,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,259909,259910,260644,260645,1,1,1,True,matched
grpE,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4416522,4416508,4417314,4417300,-1,-1,14,True,matched
grxC,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,294591,294590,294855,294854,1,1,1,True,matched
grxD,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,169650,169646,169974,169970,-1,-1,4,True,matched
gshA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1914792,1914784,1915947,1915939,1,1,8,True,matched
gshB,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3818583,3818638,3819555,3819610,1,1,55,True,matched
heavy metal-binding domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1636805,1636789,1637132,1637116,1,1,16,True,matched
helix-turn-helix domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,102147,102410,102411,102578,1,1,263,True,matched
helix-turn-helix domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,245268,245271,245523,245526,1,1,3,True,matched
helix-turn-helix domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,368146,368142,368386,368382,1,1,4,True,matched
helix-turn-helix domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,534773,534770,535097,535094,1,1,3,True,matched
helix-turn-helix domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4390539,4390526,4390770,4390757,-1,-1,13,True,matched
helix-turn-helix transcriptional regulator,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4401572,4401558,4402571,4402557,-1,-1,14,True,matched
hemB 1,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3380519,3380571,3381677,3381729,1,1,52,True,matched
hemB 2,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3441082,3441139,3442066,3442123,1,1,57,True,matched
hemC,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,682339,682347,683302,683310,1,1,8,True,matched
hemE,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2003340,2003337,2004405,2004402,1,1,3,True,matched
hemF,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2325094,2325102,2326111,2326119,1,1,8,True,matched
hemG,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2260307,2260311,2261801,2261805,-1,-1,4,True,matched
hemH 2,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1533854,1533836,1535018,1535000,1,1,18,True,matched
hemL,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,280927,280927,282226,282226,-1,-1,0,True,matched
hemW,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2355722,2355729,2356976,2356983,-1,-1,7,True,matched
heme NO-binding domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2979232,2979286,2979784,2979838,1,1,54,True,matched
heme oxygenase (biliverdin-producing),standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3220191,3220244,3220911,3220964,1,1,53,True,matched
heme-copper oxidase subunit III,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4215110,4215091,4215725,4215706,-1,-1,19,True,matched
hemolysin family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,787706,787722,789017,789033,-1,-1,16,True,matched
hemolysin family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2648989,2649025,2650324,2650360,-1,-1,36,True,matched
hetR,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2221942,2221944,2222878,2222880,-1,-1,2,True,matched
hetZ,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2330137,2330145,2331316,2331324,-1,-1,8,True,matched
hflX,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4532033,4532018,4533905,4533890,-1,-1,15,True,matched
hisA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1473667,1473647,1474450,1474430,1,1,20,True,matched
hisD,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2276421,2276425,2277732,2277736,-1,-1,4,True,matched
hisF,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3939047,3939102,3939848,3939903,-1,-1,55,True,matched
hisG,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1881314,1881307,1881959,1881952,1,1,7,True,matched
hisH,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2820835,2820879,2821492,2821536,-1,-1,44,True,matched
hisIE,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4497095,4497084,4497743,4497732,1,1,11,True,matched
histidine kinase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,119914,119912,121111,121109,1,1,2,True,matched
histidine kinase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,766411,766424,766795,766808,1,1,13,True,matched
histidine phosphatase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,828748,828759,829393,829404,1,1,11,True,matched
histidine phosphatase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,886994,887011,887732,887749,1,1,17,True,matched
histidine phosphatase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3987333,3987388,3988692,3988747,1,1,55,True,matched
histidine triad nucleotide-binding protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3931189,3931244,3931540,3931595,-1,-1,55,True,matched
histone deacetylase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1913623,1913615,1914541,1914533,1,1,8,True,matched
histone deacetylase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1237646,1237672,1238666,1238692,1,1,26,True,matched
hmpF,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3679695,3679757,3681426,3681488,-1,-1,62,True,matched
holA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1018002,1018025,1018986,1019009,-1,-1,23,True,matched
holo-ACP synthase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1138900,1138926,1139422,1139448,1,1,26,True,matched
homocysteine biosynthesis protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,901030,901046,902227,902243,-1,-1,16,True,matched
hoxE,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1545992,1545976,1546550,1546534,-1,-1,16,True,matched
hoxU,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1543347,1543330,1544064,1544047,-1,-1,17,True,matched
hpsA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4343550,4343533,4348737,4348720,1,1,17,True,matched
hpsL,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,295890,295889,297636,297635,-1,-1,1,True,matched
hpsP,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,482392,482392,483559,483559,1,1,0,True,matched
hpsU,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1443571,1443551,1444237,1444218,1,1,20,True,matched
htpG,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2191026,2191025,2193003,2193002,1,1,1,True,matched
hydantoinase B/oxoprolinase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,539085,539082,542763,542760,1,1,3,True,matched
hydrogenase maturation protease,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1539907,1539889,1540492,1540474,-1,-1,18,True,matched
hypA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3477713,3477771,3478103,3478161,1,1,58,True,matched
hypB,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4183200,4183253,4184205,4184258,1,1,53,True,matched
hypB 2,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3478365,3478423,3479094,3479152,1,1,58,True,matched
hypD,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4180415,4180468,4181594,4181647,1,1,53,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,9784,9784,10438,10438,1,1,0,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,20123,20123,20873,20873,1,1,0,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,24777,24777,25398,25398,1,1,0,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,27951,27950,28152,28151,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,36163,36162,36367,36366,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,46036,46035,46720,46719,1,1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,46938,46937,47523,47522,1,1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,47673,47672,48258,48257,1,1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,48472,48471,48832,48831,1,1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,72341,72339,73103,73101,-1,-1,2,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,78359,78357,78563,78561,-1,-1,2,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,90383,90380,91253,91250,-1,-1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,119599,119597,119863,119861,-1,-1,2,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,122013,122011,122370,122368,-1,-1,2,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,125212,125209,125338,125335,-1,-1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,128356,128353,128887,128884,1,1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,128912,128909,129209,129206,-1,-1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,131289,131286,131670,131667,1,1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,139690,139686,139879,139875,-1,-1,4,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,163540,163536,164146,164142,1,1,4,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,164977,164974,165118,165115,-1,-1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,192576,192577,193014,193015,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,193177,193178,193450,193451,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,194416,194417,194596,194597,1,1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,200624,200625,201671,201672,1,1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,220310,220314,220916,220920,-1,-1,4,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,223121,223125,223355,223359,-1,-1,4,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,229419,229423,230082,230086,1,1,4,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,230184,230188,230628,230632,-1,-1,4,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,253461,253463,254205,254207,-1,-1,2,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,255655,255657,255787,255789,-1,-1,2,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,259691,259692,259829,259830,1,1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,260951,260952,261287,261288,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,267374,267376,267515,267517,-1,-1,2,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,273254,273256,273515,273517,-1,-1,2,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,274721,274723,274862,274864,1,1,2,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,279826,279826,280117,280117,1,1,0,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,280571,280571,280727,280727,-1,-1,0,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,298955,298954,299207,299206,1,1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,299203,299202,299425,299424,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,307062,307062,307194,307194,1,1,0,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,318819,318813,319293,319287,1,1,6,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,319443,319437,321267,321261,-1,-1,6,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,327158,327153,327701,327696,1,1,5,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,329951,329946,330662,330657,1,1,5,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,338721,338717,339271,339267,-1,-1,4,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,346105,346101,346555,346551,-1,-1,4,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,366969,366966,367275,367272,1,1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,385982,385979,386579,386576,1,1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,395870,395868,396602,396600,-1,-1,2,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,401821,401821,403729,403729,1,1,0,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,405831,405832,406026,406027,1,1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,406356,406357,406881,406882,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,407912,407913,408371,408372,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,411324,411325,411501,411502,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,411481,411482,411706,411707,1,1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,432860,432859,433031,433030,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,446377,446374,446968,446965,1,1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,469022,469023,469514,469515,1,1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,480949,480950,481462,481463,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,493068,493067,493278,493277,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,515993,515990,516125,516122,-1,-1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,521008,521005,521242,521239,-1,-1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,534393,534390,534660,534657,-1,-1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,544923,544920,545424,545421,-1,-1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,549147,549144,549837,549834,1,1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,551746,551744,552166,552164,1,1,2,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,554154,554152,554622,554620,-1,-1,2,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,559605,559602,559917,559914,-1,-1,3,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,618151,618152,618358,618359,1,1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,618496,618497,618754,618755,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,618972,618973,619173,619174,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,619435,619436,619606,619607,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,622167,622168,622476,622477,-1,-1,1,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,625224,625226,625464,625466,1,1,2,True,matched
hypothetical protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,662591,662596,662840,662845,-1,-1,5,True,matched
