/home/mi/work/genome1.fna /home/mi/work/genome2.fna
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
2545709	2545853	1795196	1795340	145	145	96.55	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2545709	2545854	2086782	2086927	146	146	92.47	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2545709	2545854	2526237	2526092	146	146	96.58	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2545709	2545854	2999963	2999817	146	147	89.80	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2545709	2545851	4056366	4056223	143	144	90.28	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558678	2558820	2562108	2561966	143	143	88.11	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558679	2558785	2610913	2611019	107	107	92.52	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558680	2558817	635276	635413	138	138	86.96	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558680	2558818	3126799	3126661	139	139	87.77	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558684	2558814	469619	469749	131	131	84.73	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558684	2558814	470579	470709	131	131	97.71	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558684	2558814	990949	991079	131	131	91.60	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558684	2558762	1170434	1170356	79	79	94.94	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558684	2558814	3431784	3431654	131	131	91.60	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558684	2558814	3669314	3669444	131	131	93.89	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558684	2558818	3737475	3737341	135	135	92.59	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558684	2558814	4338325	4338455	131	131	93.89	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558684	2558814	4373265	4373135	131	131	83.97	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558687	2558814	3108861	3108734	128	128	92.19	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558815	2558961	1719354	1719500	147	147	92.52	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2558815	2558960	2668382	2668527	146	146	93.15	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576869	2577019	4309418	4309269	151	150	85.62	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576878	2577013	341953	341817	136	137	94.89	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576878	2577020	2543908	2543766	143	143	88.11	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576879	2577019	659819	659958	141	140	95.04	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576879	2577019	2319603	2319743	141	141	94.33	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576880	2577016	649705	649841	137	137	89.05	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576880	2577016	1594293	1594157	137	137	94.89	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576880	2577020	2388972	2388837	141	136	86.52	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576880	2577019	2859544	2859683	140	140	91.43	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576880	2577018	3126661	3126799	139	139	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576880	2577018	3423688	3423825	139	138	86.52	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576881	2577020	298575	298714	140	140	95.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576881	2577018	3706054	3706187	138	134	93.48	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576881	2577016	3786412	3786277	136	136	93.38	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576881	2577018	4239510	4239373	138	138	88.41	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576884	2577016	470709	470577	133	133	87.22	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576884	2577003	899893	900012	120	120	94.17	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576884	2577016	2699039	2698907	133	133	87.97	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576884	2577020	2739463	2739331	137	133	91.97	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576884	2577016	3140072	3139945	133	128	85.82	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576884	2577021	3233580	3233716	138	137	87.05	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576884	2577016	3530154	3530286	133	133	90.98	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576884	2577016	3669444	3669312	133	133	87.22	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576884	2577016	3848559	3848691	133	133	93.98	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576884	2577016	4094924	4095052	133	129	90.98	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576884	2577021	4306662	4306799	138	138	93.48	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576884	2577026	4503911	4503773	143	139	91.61	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576885	2577020	48449	48315	136	135	87.68	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576932	2577016	1170352	1170436	85	85	96.47	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576940	2577019	3845756	3845677	80	80	97.50	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2576949	2577016	868899	868832	68	68	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2588794	2589855	1812911	1813972	1062	1062	98.59	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
2602485	2614600	2583004	2595119	12116	12116	98.86	4539749	4536413	0.27	0.27	CorrectedCP166615.1	FinalAssembly_Ba.1
2614656	2614766	728619	728729	111	111	90.09	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2614779	2618854	2595274	2599372	4076	4099	98.73	4539749	4536413	0.09	0.09	CorrectedCP166615.1	FinalAssembly_Ba.1
2618865	2640009	2599492	2620672	21145	21181	98.54	4539749	4536413	0.47	0.47	CorrectedCP166615.1	FinalAssembly_Ba.1
2628452	2628526	326697	326771	75	75	97.33	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2628452	2628526	1017644	1017718	75	75	97.33	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2630249	2630351	121295	121193	103	103	94.17	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2630250	2630356	2543767	2543873	107	107	92.52	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2630252	2630356	3737478	3737374	105	105	94.29	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2630253	2630356	470577	470680	104	104	94.23	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2630253	2630360	990947	991053	108	107	94.44	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2630253	2630356	3108866	3108763	104	104	94.23	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2630253	2630358	3490847	3490742	106	106	92.45	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2631766	2631915	3365506	3365655	150	150	95.33	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2640521	2640844	2620802	2621125	324	324	95.68	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2641316	2653263	2621163	2633135	11948	11973	96.70	4539749	4536413	0.26	0.26	CorrectedCP166615.1	FinalAssembly_Ba.1
2655655	2656596	2188307	2189248	942	942	98.41	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
2655659	2655996	815187	815524	338	338	98.22	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2655659	2656598	815521	816460	940	940	98.51	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
2655659	2656598	2334080	2333141	940	940	98.51	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
2655660	2655996	2334413	2334077	337	337	98.22	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2655660	2656598	2978040	2978978	939	939	98.51	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
2655662	2656297	465759	466394	636	636	98.90	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2655662	2656596	467327	466393	935	935	98.72	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
2655662	2655939	1174203	1173926	278	278	91.01	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2655662	2656596	3509713	3508779	935	935	98.40	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
2655992	2656599	816456	817063	608	608	98.85	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2655992	2656599	2333145	2332538	608	608	98.85	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2656290	2656599	465763	465454	310	310	97.42	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2656729	2674567	2632821	2650645	17839	17825	98.54	4539749	4536413	0.39	0.39	CorrectedCP166615.1	FinalAssembly_Ba.1
2674406	2674777	2710814	2710444	372	371	93.82	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2674595	2674778	2944131	2943948	184	184	89.13	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2674925	2686128	2710255	2699037	11204	11219	97.09	4539749	4536413	0.25	0.25	CorrectedCP166615.1	FinalAssembly_Ba.1
2686123	2718554	2698908	2666472	32432	32437	98.59	4539749	4536413	0.71	0.72	CorrectedCP166615.1	FinalAssembly_Ba.1
2716495	2716644	2530931	2530782	150	150	90.67	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2716499	2716644	1719499	1719354	146	146	95.21	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2716499	2716651	2086927	2086775	153	153	92.16	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2716499	2716644	2544048	2543903	146	146	96.58	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2716499	2716644	2724653	2724508	146	146	91.10	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2716499	2716644	4467901	4468046	146	146	92.52	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2719324	2733309	2666242	2652259	13986	13984	97.40	4539749	4536413	0.31	0.31	CorrectedCP166615.1	FinalAssembly_Ba.1
2733192	2733305	2710935	2711048	114	114	95.61	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2734186	2734298	2652374	2652262	113	113	92.92	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2734186	2734399	2710937	2711150	214	214	91.12	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2737003	2753781	2712886	2729723	16779	16838	97.93	4539749	4536413	0.37	0.37	CorrectedCP166615.1	FinalAssembly_Ba.1
2737042	2737169	2710817	2710944	128	128	95.31	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2748561	2748714	1795192	1795344	154	153	90.26	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2748561	2748714	2086778	2086930	154	153	89.61	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2748561	2748714	2526241	2526089	154	153	90.91	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2748561	2748714	2999967	2999814	154	154	88.39	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2748561	2748714	4468051	4467898	154	154	88.96	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2748565	2748711	1290886	1290740	147	147	89.80	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2748565	2748711	2530781	2530927	147	147	93.88	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2748566	2748712	4056366	4056219	147	148	88.51	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2754583	2765033	2730495	2740923	10451	10429	97.64	4539749	4536413	0.23	0.23	CorrectedCP166615.1	FinalAssembly_Ba.1
2763420	2763577	298716	298574	158	143	83.54	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2763422	2763573	2562108	2561972	152	137	84.87	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2763422	2763578	4306798	4306657	157	142	84.71	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2763422	2763573	4503779	4503911	152	133	86.18	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2763423	2763573	3848694	3848559	151	136	87.42	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2763426	2763573	659955	659824	148	132	86.49	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2763426	2763493	868832	868899	68	68	98.53	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2763426	2763496	1594157	1594227	71	71	98.59	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2763426	2763573	2859680	2859548	148	133	85.14	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2763426	2763573	3126797	3126665	148	133	85.14	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2763426	2763573	3786277	3786409	148	133	86.49	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2763497	2763573	899973	899893	77	81	92.59	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2765727	2772515	2741065	2747853	6789	6789	99.26	4539749	4536413	0.15	0.15	CorrectedCP166615.1	FinalAssembly_Ba.1
2766830	2766968	4094922	4095056	139	135	93.53	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2766832	2766951	899893	900012	120	120	95.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2766885	2766964	2230368	2230447	80	80	95.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2766887	2766967	3379355	3379435	81	81	95.06	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2766889	2766964	211207	211282	76	76	94.74	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2766889	2766968	3763742	3763821	80	80	93.75	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2772854	2773150	2872419	2872123	297	297	89.23	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2772854	2773150	2881363	2881067	297	297	89.23	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2772869	2773357	2749422	2749910	489	489	97.14	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2774145	2781327	2752982	2760153	7183	7172	98.41	4539749	4536413	0.16	0.16	CorrectedCP166615.1	FinalAssembly_Ba.1
2781477	2816760	2760153	2795454	35284	35302	98.78	4539749	4536413	0.78	0.78	CorrectedCP166615.1	FinalAssembly_Ba.1
2816746	2816916	2086769	2086939	171	171	90.64	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2816746	2816916	2856824	2856653	171	172	90.12	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2816749	2816915	2526247	2526081	167	167	91.02	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2816750	2816913	2467214	2467376	164	163	87.27	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2816752	2816904	2668375	2668527	153	153	98.04	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2816754	2816874	1283051	1283171	121	121	91.74	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2816757	2816907	2543901	2544051	151	151	95.36	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2816759	2816915	1139779	1139623	157	157	91.08	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2816759	2816915	1290885	1290729	157	157	90.45	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2816759	2816910	1719354	1719505	152	152	96.05	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2816759	2816916	3272606	3272764	158	159	90.62	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2816759	2816914	4468046	4467891	156	156	90.45	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2816766	2816913	2246186	2246334	148	149	85.33	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2816903	2820497	2795453	2799048	3595	3596	98.08	4539749	4536413	0.08	0.08	CorrectedCP166615.1	FinalAssembly_Ba.1
2822076	2824704	2800618	2803246	2629	2629	97.26	4539749	4536413	0.06	0.06	CorrectedCP166615.1	FinalAssembly_Ba.1
2828778	2829478	2809357	2810056	701	700	95.44	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
2829359	2829477	4202014	4201896	119	119	94.12	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2829474	2830383	1727458	1728367	910	910	99.56	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
2829474	2830383	2945386	2944477	910	910	99.34	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
2829713	2829859	112916	113063	147	148	95.27	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2830381	2851059	2810053	2830737	20679	20685	98.69	4539749	4536413	0.46	0.46	CorrectedCP166615.1	FinalAssembly_Ba.1
2851317	2878908	2830897	2858591	27592	27695	97.57	4539749	4536413	0.61	0.61	CorrectedCP166615.1	FinalAssembly_Ba.1
2876955	2877128	4063046	4062873	174	174	92.53	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2876960	2877125	93304	93469	166	166	92.17	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2876960	2877128	1154884	1155052	169	169	87.57	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2876961	2877124	410910	411073	164	164	90.85	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2876961	2877124	1525002	1525165	164	164	91.46	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2876961	2877124	2432482	2432645	164	164	90.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2876962	2877124	1017784	1017622	163	163	93.25	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2876962	2877124	2233800	2233962	163	163	93.87	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2876966	2877128	1782454	1782291	163	164	90.85	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2876966	2877115	4518626	4518477	150	150	91.33	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2876970	2877115	1954480	1954335	146	146	86.30	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2876970	2877115	3674077	3673932	146	146	85.62	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2876970	2877108	4260601	4260463	139	139	91.37	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2876971	2877115	326828	326684	145	145	94.48	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2878908	2879502	2858688	2859282	595	595	95.63	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2879630	2891092	2859731	2871203	11463	11473	98.22	4539749	4536413	0.25	0.25	CorrectedCP166615.1	FinalAssembly_Ba.1
2896384	2907550	2882650	2893829	11167	11180	98.84	4539749	4536413	0.25	0.25	CorrectedCP166615.1	FinalAssembly_Ba.1
2907267	2907518	2894709	2894960	252	252	97.22	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2907549	2911528	2893943	2897936	3980	3994	97.97	4539749	4536413	0.09	0.09	CorrectedCP166615.1	FinalAssembly_Ba.1
2908315	2908566	2893546	2893797	252	252	96.03	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2912118	2913765	2897936	2899587	1648	1652	98.91	4539749	4536413	0.04	0.04	CorrectedCP166615.1	FinalAssembly_Ba.1
2912532	2912627	3206647	3206741	96	95	92.71	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2913618	2913766	411064	410916	149	149	89.26	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2913618	2913766	1782305	1782453	149	149	89.26	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2913618	2913763	4518477	4518622	146	146	90.41	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2913640	2913764	3416548	3416672	125	125	93.60	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2913761	2957736	2899717	2943839	43976	44123	98.19	4539749	4536413	0.97	0.97	CorrectedCP166615.1	FinalAssembly_Ba.1
2958884	2959207	2944137	2944460	324	324	89.57	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
2959763	2961042	2946282	2947555	1280	1274	93.52	4539749	4536413	0.03	0.03	CorrectedCP166615.1	FinalAssembly_Ba.1
2961410	2982173	2947694	2968476	20764	20783	98.67	4539749	4536413	0.46	0.46	CorrectedCP166615.1	FinalAssembly_Ba.1
2974330	2974472	2102	2245	143	144	96.53	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974332	2974469	718467	718330	138	138	95.65	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974332	2974469	3870392	3870255	138	138	97.83	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974333	2974469	4362155	4362019	137	137	96.35	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974333	2974472	4492860	4492722	140	139	90.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974334	2974474	326320	326180	141	141	97.16	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974334	2974471	1246825	1246688	138	138	97.10	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974334	2974473	2899583	2899722	140	140	97.14	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974334	2974473	4303193	4303332	140	140	99.29	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974337	2974469	224475	224343	133	133	99.25	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974337	2974473	601397	601532	137	136	90.51	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974337	2974469	635278	635410	133	133	95.49	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974337	2974469	847678	847810	133	133	96.99	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974337	2974469	1397489	1397621	133	133	99.25	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974337	2974469	1797203	1797335	133	133	94.74	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974337	2974469	1836382	1836250	133	133	97.74	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974337	2974469	1917730	1917598	133	133	93.98	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974337	2974467	3073347	3073217	131	131	92.37	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974337	2974469	3959373	3959505	133	133	96.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2974404	2974472	2432491	2432423	69	69	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
2982203	2990083	2969308	2977194	7881	7887	95.85	4539749	4536413	0.17	0.17	CorrectedCP166615.1	FinalAssembly_Ba.1
2990082	2990816	2977308	2978042	735	735	98.64	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
2990814	3001141	2978976	2989311	10328	10336	98.95	4539749	4536413	0.23	0.23	CorrectedCP166615.1	FinalAssembly_Ba.1
2993200	2993292	3332289	3332380	93	92	93.55	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3001160	3011830	2989294	2999963	10671	10670	98.98	4539749	4536413	0.24	0.24	CorrectedCP166615.1	FinalAssembly_Ba.1
3011671	3011823	1290727	1290878	153	152	92.81	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
